id,u_id,u_description,u_name,u_screen_name,u_lang,u_statuses_count,u_followers_count,u_friends_count,latitude,longitude,type,place_type,area,c_country,c_state,c_county,c_geoid,created_at,hashtags,text
506638746985713664,720436417,Samar ❤️,السلطانة حكيمة,SoltanaaaaH,fr,76388,2814,1931,33.858368,10.111562,llp,country,156660526163.688,TUN,Gabès,,,2014-09-01 23:04:24 -0400,,Ptdrrrrrrrrrrrrrrrrrr je suis die et moi je rentre pas je vais m'installer au bled
506638909187821568,720436417,Samar ❤️,السلطانة حكيمة,SoltanaaaaH,fr,76389,2814,1931,33.858307,10.111602,llp,country,156660526163.688,TUN,Gabès,,,2014-09-01 23:05:03 -0400,,Quel message encore
506641993855139840,720436417,Samar ❤️,السلطانة حكيمة,SoltanaaaaH,fr,76398,2813,1931,33.858372,10.111516,llp,country,156660526163.688,TUN,Gabès,,,2014-09-01 23:17:18 -0400,,@Sevranais93 on vise haut nous
506695491321884672,427553947,"",loussa11ben,loussa11ben,fr,14807,511,531,33.889767,10.113559,llp,country,156660526163.688,TUN,Gabès,,,2014-09-02 02:49:53 -0400,,"@Reda2306 Bonjour , vous êtes un devin pour affirmer une féminité masquée . Je suis resté au stade de la palpation ..."
506761634581577728,427553947,"",loussa11ben,loussa11ben,fr,14815,512,531,33.887245,10.107956,llp,country,156660526163.688,TUN,Gabès,,,2014-09-02 07:12:43 -0400,,"@adel_0 Plus grave l'histoire du câble est un mensonge pour couvrir la gaffe d'Alstrom , et j'espère qu'il n'y a pas de message codé ..."
506772970124378114,427553947,"",loussa11ben,loussa11ben,fr,14818,512,531,33.889717,10.113528,llp,country,156660526163.688,TUN,Gabès,,,2014-09-02 07:57:46 -0400,,"@ja3far2012 @adel_0 Oui mais je parle d'information , j'ai posé la question à un ingénieur qui m'a affirmé que la chute d'un câble 1/1"
506805560717873152,720436417,Samar ❤️,السلطانة حكيمة,SoltanaaaaH,fr,76407,2817,1933,33.858369,10.111564,llp,country,156660526163.688,TUN,Gabès,,,2014-09-02 10:07:16 -0400,,@samar_tns je sais pas on trouve pas de billet
506805129916743680,720436417,Samar ❤️,السلطانة حكيمة,SoltanaaaaH,fr,76406,2816,1933,33.858197,10.111428,llp,country,156660526163.688,TUN,Gabès,,,2014-09-02 10:05:33 -0400,,J'aurais jamais mon bac a quoi bon y aller je suis mieux en Tunisie
506806536220717057,720436417,Samar ❤️,السلطانة حكيمة,SoltanaaaaH,fr,76409,2817,1934,33.858326,10.111527,llp,country,156660526163.688,TUN,Gabès,,,2014-09-02 10:11:08 -0400,,@samar_tns mais toi aussi enfaite
506849218720718848,427553947,"",loussa11ben,loussa11ben,fr,14828,511,530,33.88973,10.113554,llp,country,156660526163.688,TUN,Gabès,,,2014-09-02 13:00:45 -0400,,La fillette d'un jihadiste français libérée des geôles turques http://t.co/mON4G1Xk4I via @Le_Parisien
506437784929071105,720436417,Samar ❤️,السلطانة حكيمة,SoltanaaaaH,fr,76338,2816,1932,33.858239,10.111412,llp,country,156660526163.688,TUN,Gabès,,,2014-09-01 09:45:51 -0400,,C'est mieux vous répondez a ma ptn de question
506438136030060544,720436417,Samar ❤️,السلطانة حكيمة,SoltanaaaaH,fr,76339,2816,1932,33.858366,10.111559,llp,country,156660526163.688,TUN,Gabès,,,2014-09-01 09:47:15 -0400,,@AmiineeMiimso pfff
506438347016130560,720436417,Samar ❤️,السلطانة حكيمة,SoltanaaaaH,fr,76341,2816,1932,33.858359,10.111551,llp,country,156660526163.688,TUN,Gabès,,,2014-09-01 09:48:05 -0400,,Ptdrrrrr on a pas de billet retour et le gars de l'agence il a dit il y a des places que le 10 😔😔😔 je suis pas durer
506442315981148160,720436417,Samar ❤️,السلطانة حكيمة,SoltanaaaaH,fr,76346,2815,1932,33.858257,10.111535,llp,country,156660526163.688,TUN,Gabès,,,2014-09-01 10:03:52 -0400,,Bande de pd je ramène rien vous êtes pas mes amis
506443466164146176,720436417,Samar ❤️,السلطانة حكيمة,SoltanaaaaH,fr,76353,2814,1932,33.85825,10.111463,llp,country,156660526163.688,TUN,Gabès,,,2014-09-01 10:08:26 -0400,,@AmiineeMiimso dac
506452019318915072,427553947,"",loussa11ben,loussa11ben,fr,14788,505,527,33.88974,10.113491,llp,country,156660526163.688,TUN,Gabès,,,2014-09-01 10:42:25 -0400,JihedEnnikeh ,L'appel au #JihedEnnikeh ... http://t.co/hIwdTWVEkl
506456165572935683,359014239,"Spirit is Saudi Arabia And Blood is Tunisia",Safwat Seboui,Safwat_Seboui,en,933,1296,107,33.887945,10.097066,llp,country,156660526163.688,TUN,Gabès,,,2014-09-01 10:58:54 -0400,,I'm at Souk Jara https://t.co/DsMC0GmXNi http://t.co/bFVLJRl72S
506456696345346048,427553947,"",loussa11ben,loussa11ben,fr,14791,506,527,33.889741,10.113481,llp,country,156660526163.688,TUN,Gabès,,,2014-09-01 11:01:00 -0400,Niqab ,Le #Niqab est réservé aux faibles d'esprit pour ne pas dire autr chose... http://t.co/5wwpexu0w9
506483890912260096,1319178439,"creando mi propio sueño,mis metas y mi vida, Adorando ami Ivana mi bichon maltés #Monitora de Aeróbic y step #kickboxing #K1 @team_Bellido",Mónica ,monica_3006,es,9891,721,701,33.868587,10.099648,llp,country,156660526163.688,TUN,Gabès,,,2014-09-01 12:49:04 -0400,,@cristiinaperez9 @rocio_montavez2 aber si qedamos y vamos
506485246771355648,427553947,"",loussa11ben,loussa11ben,fr,14796,506,529,33.889738,10.113491,llp,country,156660526163.688,TUN,Gabès,,,2014-09-01 12:54:27 -0400,,@julliard38 Ce message est difficile à lire ...pour certains
506487365314289665,427553947,"",loussa11ben,loussa11ben,fr,14798,508,530,33.889737,10.113498,llp,country,156660526163.688,TUN,Gabès,,,2014-09-01 13:02:52 -0400,,"""@teigne_la: @Kitty77000 @ALGuia35 un sourire a un infidèle!! http://t.co/vP8NE8iax5"" Elle est encore vivante ...Énorme courage"
506506160116346880,427553947,"",loussa11ben,loussa11ben,fr,14801,508,530,33.889729,10.113491,llp,country,156660526163.688,TUN,Gabès,,,2014-09-01 14:17:33 -0400,,"""@walidasamra: البغدادي خليفة داعش يأمر باحراق كل كتب الفلسفة و التصوف .. http://t.co/eqYgpVaLPN"" Une image déjà vue avec les nazis ..."
506354863341846529,427553947,"",loussa11ben,loussa11ben,fr,14776,505,527,33.887743,10.102629,llp,country,156660526163.688,TUN,Gabès,,,2014-09-01 04:16:21 -0400,,Bon réveil et excellente semaine à toutes et à tous ...
506402099224379392,427553947,"",loussa11ben,loussa11ben,fr,14780,505,527,33.888517,10.106729,llp,country,156660526163.688,TUN,Gabès,,,2014-09-01 07:24:03 -0400,Nahdhaoui ,@ja3far2012 Quatre possibilités  1: Être #Nahdhaoui 2: Être suivi par un psy  3: Être accro de zatla  4: Être adepte de la bonne bouteille
506402451227156480,427553947,"",loussa11ben,loussa11ben,fr,14781,505,527,33.888517,10.106729,llp,country,156660526163.688,TUN,Gabès,,,2014-09-01 07:25:27 -0400,,"@ja3far2012 J'ai choisi mon camp , je suis membre du bistrot de l'élixir catégorique ..."
507274396172840960,427553947,"",loussa11ben,loussa11ben,fr,14861,511,531,33.889766,10.113561,llp,country,156660526163.688,TUN,Gabès,,,2014-09-03 17:10:15 -0400,DSK ,"@humourdegauchee @Addams_1752 @valtrier  #DSK le seul qui apprécie les ""sans-dents"" souvenir d'un séjour aux ""Sucez-ça"""
507439037058400256,720436417,Samar ❤️,السلطانة حكيمة,SoltanaaaaH,fr,76445,2808,1927,33.858355,10.111563,llp,country,156660526163.688,TUN,Gabès,,,2014-09-04 04:04:28 -0400,,@HhhHobi pas sur mais peut être
507416925581103104,427553947,"",loussa11ben,loussa11ben,fr,14866,511,531,33.889768,10.11356,llp,country,156660526163.688,TUN,Gabès,,,2014-09-04 02:36:37 -0400,Tunisie ,"@loussa11ben #Tunisie Deux filles à bord d'un véhicule à Kasserine ayant mal interprété le geste de la police , tuées par balles ...2/2"
507417365559386112,427553947,"",loussa11ben,loussa11ben,fr,14866,511,531,33.889767,10.113559,llp,country,156660526163.688,TUN,Gabès,,,2014-09-04 02:38:21 -0400,Tunisie ,"@loussa11ben #Tunisie Deux filles à bord d'un véhicule à Kasserine ayant mal interprété le geste de la police, tuées par balles 2/2"
507437409249001472,720436417,Samar ❤️,السلطانة حكيمة,SoltanaaaaH,fr,76439,2808,1927,33.858374,10.111561,llp,country,156660526163.688,TUN,Gabès,,,2014-09-04 03:58:00 -0400,,@HhhHobi ok bb c'est plutôt doux dit moi pas on a Dugny encore
507438516671086593,720436417,Samar ❤️,السلطانة حكيمة,SoltanaaaaH,fr,76443,2808,1927,33.858394,10.111578,llp,country,156660526163.688,TUN,Gabès,,,2014-09-04 04:02:24 -0400,,Je me sans immature a côté de ce fdp
507462924026531840,720436417,Samar ❤️,السلطانة حكيمة,SoltanaaaaH,fr,76451,2808,1927,33.858351,10.11156,llp,country,156660526163.688,TUN,Gabès,,,2014-09-04 05:39:23 -0400,,@Parigo_93 oui ce qui est très mal placé
507461789534408704,720436417,Samar ❤️,السلطانة حكيمة,SoltanaaaaH,fr,76450,2808,1927,33.858343,10.111536,llp,country,156660526163.688,TUN,Gabès,,,2014-09-04 05:34:53 -0400,,Es ce que les tunisiens on est les meilleurs ? Et oui bien sur
507468470184083456,31083935,"Entrepreneurship,education,innovation, volunteering, SM...Master in Finance,work at MAZAM (Event Creation & Project Management), co-founder Arab Inspire (NGO)",khalil tarhouni,KhalilTarhouni,fr,12413,841,442,33.887945,10.097066,llp,country,156660526163.688,TUN,Gabès,,,2014-09-04 06:01:26 -0400,,I'm at Souk Jara https://t.co/vFoJHRnncB
507481211108069377,427553947,"",loussa11ben,loussa11ben,fr,14873,512,532,33.888415,10.106613,llp,country,156660526163.688,TUN,Gabès,,,2014-09-04 06:52:03 -0400,,"Janvier 84 pour une augmentation du prix du pain le pays s'est embrasé , aujourd'hui pour une pénurie la léthargie est l'unique réaction ..."
507483269462777856,427553947,"",loussa11ben,loussa11ben,fr,14875,512,532,33.888515,10.106723,llp,country,156660526163.688,TUN,Gabès,,,2014-09-04 07:00:14 -0400,,@Louloucss C'est le temps de survie du corps à l'âme ...
507477969896742912,427553947,"",loussa11ben,loussa11ben,fr,14872,511,531,33.888515,10.106723,llp,country,156660526163.688,TUN,Gabès,,,2014-09-04 06:39:11 -0400,,@funderground34 @Elysee Je recommande la lecture du livre à tous les amis ...
507514739308896258,359014239,"Spirit is Saudi Arabia And Blood is Tunisia",Safwat Seboui,Safwat_Seboui,en,938,1296,107,33.873779,10.129889,llp,country,156660526163.688,TUN,Gabès,,,2014-09-04 09:05:17 -0400,,I'm at Palm Beach https://t.co/jwc85nLr74 http://t.co/yME0wlacrD
507805073825865728,427553947,"",loussa11ben,loussa11ben,fr,14907,511,532,33.887741,10.102629,llp,country,156660526163.688,TUN,Gabès,,,2014-09-05 04:18:58 -0400,Tunisie ,#Tunisie La période pré-électorale n'est que saucissonnage des partis et dépeçage des régions ...
507807331376459776,427553947,"",loussa11ben,loussa11ben,fr,14908,511,532,33.887741,10.102629,llp,country,156660526163.688,TUN,Gabès,,,2014-09-05 04:27:57 -0400,,@justefrancaise @Addams_1752 Ne jamais flirter avec une femme sans s'être préalablement assuré que ce n'est pas un homme ...
507986298628747264,427553947,"",loussa11ben,loussa11ben,fr,14923,512,533,33.889767,10.113559,llp,country,156660526163.688,TUN,Gabès,,,2014-09-05 16:19:06 -0400,,@Louloucss Comme fromage je préfère l'Edam Hollande au Gruyère meilleur rapport cavités prix ...
507071815106453504,427553947,"",loussa11ben,loussa11ben,fr,14839,510,530,33.887753000000004,10.102631,llp,country,156660526163.688,TUN,Gabès,,,2014-09-03 03:45:16 -0400,,Bon réveil et excellente journée à toutes et à tous ...
507071666464116736,427553947,"",loussa11ben,loussa11ben,fr,14838,510,530,33.887741,10.10263,llp,country,156660526163.688,TUN,Gabès,,,2014-09-03 03:44:40 -0400,Nasri ,Victime d'une tentative d'assassinat De Gaulle a qualifié les assaillants de mauvais tireurs #Nasri ...
507075510250520576,427553947,"",loussa11ben,loussa11ben,fr,14841,510,530,33.887741,10.102631,llp,country,156660526163.688,TUN,Gabès,,,2014-09-03 03:59:57 -0400,Socrate ,"@ja3far2012 Les assassins de #Socrate se convertissent à l'amateurisme , au sens propre comme au figuré , vous avez dit bizarre ..."
507128120273821696,427553947,"",loussa11ben,loussa11ben,fr,14848,510,532,33.888465,10.106664,llp,country,156660526163.688,TUN,Gabès,,,2014-09-03 07:29:00 -0400,Play_Boy ,"@729_MAYANNE Elle aurait du suivre l'exemple de l'ex de Le Pen , en écartant les jambes elle écarte du monde #Play_Boy ..."
507123569974059008,427553947,"",loussa11ben,loussa11ben,fr,14847,510,531,33.884384,10.107831,llp,country,156660526163.688,TUN,Gabès,,,2014-09-03 07:10:55 -0400,,@729_MAYANNE il faut s'assurer de la validité de son coefficient masticatoire ...
507204134282747905,427553947,"",loussa11ben,loussa11ben,fr,14852,511,532,33.889721,10.113499,llp,country,156660526163.688,TUN,Gabès,,,2014-09-03 12:31:03 -0400,,Article pas digne de Tunisie-Secret ...  http://t.co/tkiaRsYgxs
507247551444439040,427553947,"",loussa11ben,loussa11ben,fr,14857,511,531,33.88974,10.113551,llp,country,156660526163.688,TUN,Gabès,,,2014-09-03 15:23:35 -0400,,@RanYa2806 Question d'anthropologie difficile à résoudre ...
507639162343030785,427553947,"",loussa11ben,loussa11ben,fr,14897,512,532,33.88969,10.113499,llp,country,156660526163.688,TUN,Gabès,,,2014-09-04 17:19:42 -0400,,@Louloucss  Chère amie le RT ne signifie pas partager les idées et je vous assure que vous faites erreur sur la personne
507619150487756801,427553947,"",loussa11ben,loussa11ben,fr,14890,512,532,33.889767,10.113559,llp,country,156660526163.688,TUN,Gabès,,,2014-09-04 16:00:11 -0400,,@Lenounette @riadheh Bien sûr il est facile de prouver la relation de cause à effet entre le dommage subi et la coupure ...
507650573580394496,427553947,"",loussa11ben,loussa11ben,fr,14898,512,532,33.889691,10.113497,llp,country,156660526163.688,TUN,Gabès,,,2014-09-04 18:05:03 -0400,,Qui a dit que l'argent n'a pas d'odeur. .. http://t.co/jLU05IAoqJ
507697068815974400,720436417,Samar ❤️,السلطانة حكيمة,SoltanaaaaH,fr,76466,2816,1930,33.858368,10.111562,llp,country,156660526163.688,TUN,Gabès,,,2014-09-04 21:09:48 -0400,,@NouraaxChs94 Gabes et toi
507697697986736128,720436417,Samar ❤️,السلطانة حكيمة,SoltanaaaaH,fr,76470,2816,1930,33.858417,10.111434,llp,country,156660526163.688,TUN,Gabès,,,2014-09-04 21:12:18 -0400,,@NouraaxChs94 tu retourne quand en France ?
507704871014113281,720436417,Samar ❤️,السلطانة حكيمة,SoltanaaaaH,fr,76490,2816,1930,33.858367,10.111562,llp,country,156660526163.688,TUN,Gabès,,,2014-09-04 21:40:48 -0400,,Hhh sa7eti 👏💪 Heta ena a3la Khater tofl zeh ifadidou
507698245486014465,720436417,Samar ❤️,السلطانة حكيمة,SoltanaaaaH,fr,76476,2816,1930,33.858509,10.111601,llp,country,156660526163.688,TUN,Gabès,,,2014-09-04 21:14:28 -0400,,@NouraaxChs94 ptdrrr mais wssssh t'es grave bien
507706417969922048,720436417,Samar ❤️,السلطانة حكيمة,SoltanaaaaH,fr,76491,2816,1930,33.85835,10.111558,llp,country,156660526163.688,TUN,Gabès,,,2014-09-04 21:46:57 -0400,,Hhh ama mezian mouch normal El sa5ta
507699311866814464,720436417,Samar ❤️,السلطانة حكيمة,SoltanaaaaH,fr,76482,2816,1930,33.858365,10.111424,llp,country,156660526163.688,TUN,Gabès,,,2014-09-04 21:18:43 -0400,,dans l'avion quand t'attend les retardataires et qu'ils rentrent dans l'avion ta envie de leur cracher dessus de leur lancer des bananes
507752457376911360,427553947,"",loussa11ben,loussa11ben,fr,14899,511,532,33.88975,10.112908,llp,country,156660526163.688,TUN,Gabès,,,2014-09-05 00:49:54 -0400,,L'art de ne rien comprendre ... http://t.co/B3xI5cOkQ6
507777618499084288,427553947,"",loussa11ben,loussa11ben,fr,14904,511,532,33.889768,10.113559,llp,country,156660526163.688,TUN,Gabès,,,2014-09-05 02:29:52 -0400,,"Manuel valse à mille temps ce Lundi à Tunis , chorégraphie Saoudienne , mise en scène de l'énigmatique Ajroudi ..."
508264063840047104,427553947,"",loussa11ben,loussa11ben,fr,14935,513,531,33.889734,10.113529,llp,country,156660526163.688,TUN,Gabès,,,2014-09-06 10:42:50 -0400,,Syrie : des ex-otages français ont identifié Nemmouche comme un de leurs geôliers http://t.co/6lw67QCcwK via @Le_Parisien
508337279010897920,427553947,"",loussa11ben,loussa11ben,fr,14941,513,531,33.889753,10.113548,llp,country,156660526163.688,TUN,Gabès,,,2014-09-06 15:33:46 -0400,,"Mort d'une amitié , un héritage ..."
508441586364338176,720436417,Samar ❤️,السلطانة حكيمة,SoltanaaaaH,fr,76500,2827,1936,33.858368,10.111562,llp,country,156660526163.688,TUN,Gabès,,,2014-09-06 22:28:15 -0400,,Je pensais je rentrer demain mais enfaite nn
508443199736938496,720436417,Samar ❤️,السلطانة حكيمة,SoltanaaaaH,fr,76506,2827,1936,33.85835,10.111558,llp,country,156660526163.688,TUN,Gabès,,,2014-09-06 22:34:39 -0400,,Mais enfaite c'est trop une perte de temps parce B il aime pas ça
508443120909168640,720436417,Samar ❤️,السلطانة حكيمة,SoltanaaaaH,fr,76505,2827,1936,33.85835,10.111558,llp,country,156660526163.688,TUN,Gabès,,,2014-09-06 22:34:21 -0400,,Je vais désactiver twitter rt si t'es content
508444503511150592,720436417,Samar ❤️,السلطانة حكيمة,SoltanaaaaH,fr,76516,2827,1936,33.858371,10.11158,llp,country,156660526163.688,TUN,Gabès,,,2014-09-06 22:39:50 -0400,,Attendre les transports comme une petite pute j'en ai marre d'être pauvre
508443496710422528,720436417,Samar ❤️,السلطانة حكيمة,SoltanaaaaH,fr,76509,2827,1936,33.858367,10.111562,llp,country,156660526163.688,TUN,Gabès,,,2014-09-06 22:35:50 -0400,,La Tunisie elle a gagné sisi on est les meilleurs
