"664044743119212544",,,"Tuba-Bustun  fan","Tuba-Bustun  fan","ru",,,,"42,19945","45,94975",,,,,,,,"10/11/2015 06:39",,"მოგესალბემით ყველას https://t.co/24HOjeQM0v","No","No","Yes","No","ooew30"
"664045558760415232",,,"Tuba-Bustun  fan","Tuba-Bustun  fan","ru",,,,"42,19945","45,94975",,,,,,,,"10/11/2015 06:42",,"მას შემდეგ რაც შავი ფული და სიყვარული ეთერში გავიდა მსიმა ერთ და მთვარმაhttps://t.co/l4mpnhi1Ax https://t.co/5qAQt7P6EM","No","No","Yes","No","ooew30"
"664062449897877509",,,"Иосиф Зильберман","Иосиф Зильберман","ru",,,,"42,19945","45,94975",,,,,,,,"10/11/2015 07:50",,"@gruppa_voina @sssmirnov @tolokno Надюха сексуальна, как всегда :)","No","No","No","No","ooew30"
"664063999810605056",,,"Tuba-Bustun  fan","Tuba-Bustun  fan","ru",,,,"42,19945","45,94975",,,,,,,,"10/11/2015 07:56",,"@TubaBustun  &lt;3 &lt;3 https://t.co/8xzsUTaoOl","No","No","Yes","No","ooew30"
"664103661375791104",,,"Иосиф Зильберман","Иосиф Зильберман","ru",,,,"42,19945","45,94975",,,,,,,,"10/11/2015 10:33",,"@ppsd_mn2t @StalinGulag @leprasorium ой, да иди на хуй.","No","No","No","No","ooew30"
"664158828297064449",,,"City Event Georgia","City Event Georgia","ru",,,,"42,19945","45,94975",,,,,,,,"10/11/2015 14:12",,"New Year corporate parties came! City Event Georgia is a full service event production,  @cityevent_ge https://t.co/3WQ0jcDJeU","No","No","Yes","No","ooew30"
"664187244891115520",,,"Ibrahim Murshudov","Ibrahim Murshudov","en",,,,"41,7258","46,4083",,,,,,,,"10/11/2015 16:05","nature sun sunset sunrise tree dusk rivers mothernature mountain mountains ","Fast and mixed #nature #sun #sunset #sunrise #tree #dusk #rivers #mothernature #mountain #mountains… https://t.co/1sqvKOzliV","No","No","No","Yes","ooew30"
"664351138020466688",,,"Լեվոն Ջավախքցի","Լեվոն Ջավախքցի","ru",,,,"42,19945","45,94975",,,,,,,,"11/11/2015 02:57",,"tbilisi","No","No","No","No","ooew30"
"664353105564327936",,,"Selma Nigar Baştürk","Selma Nigar Baştürk","tr",,,,"41,61912094","45,9224739",,,,,,,,"11/11/2015 03:04","oldcity tibilisi georgia travel traveling traveler ajaria ","Günaydın 😜👍🏻☕(️Georgia 2011-Ağustos) #oldcity #tibilisi #georgia #travel #traveling #traveler #ajaria… https://t.co/FqZzRjpn8w","No","No","No","Yes","ooew30"
"664377957071351809",,,"Levan elizbarashvili","Levan elizbarashvili","ru",,,,"42,19945","45,94975",,,,,,,,"11/11/2015 04:43",,"@nencyajram  helo nency","No","Yes","No","No","ooew30"
"664439033402155008",,,"EnginGeorgianFans","EnginGeorgianFans","ru",,,,"42,19945","45,94975",,,,,,,,"11/11/2015 08:46","new EnginAkyürek ","#new cok ozledim sevgilimmmmmmmmmm #EnginAkyürek https://t.co/eSiQqqlEBf","No","No","Yes","No","ooew30"
